 ,Label,Area,Perim.,Circ.,IntDen,RawIntDen,AR,Round,Solidity
407,8 pat ctrl KI67 (561) 40X_0008_C001T001_colony_16.tiff,2006,170.752,0.865,511530,511530,1.455,0.687,0.970
408,8 pat ctrl KI67 (561) 40X_0008_C001T001_colony_17.tiff,2096,171.095,0.900,534480,534480,1.116,0.896,0.971
409,8 pat ctrl KI67 (561) 40X_0008_C001T001_colony_18.tiff,1961,167.439,0.879,500055,500055,1.379,0.725,0.970
410,8 pat ctrl KI67 (561) 40X_0008_C001T001_colony_19.tiff,2390,186.995,0.859,609450,609450,1.324,0.755,0.967
411,8 pat ctrl KI67 (561) 40X_0008_C001T001_colony_2.tiff,2113,172.853,0.889,538815,538815,1.312,0.762,0.972
412,8 pat ctrl KI67 (561) 40X_0008_C001T001_colony_20.tiff,2305,180.167,0.892,587775,587775,1.292,0.774,0.974
413,8 pat ctrl KI67 (561) 40X_0008_C001T001_colony_21.tiff,2103,175.095,0.862,536265,536265,1.447,0.691,0.968
414,8 pat ctrl KI67 (561) 40X_0008_C001T001_colony_3.tiff,1953,165.196,0.899,498015,498015,1.300,0.769,0.975
415,8 pat ctrl KI67 (561) 40X_0008_C001T001_colony_4.tiff,2042,170.510,0.883,520710,520710,1.355,0.738,0.971
416,8 pat ctrl KI67 (561) 40X_0008_C001T001_colony_5.tiff,1804,159.439,0.892,460020,460020,1.266,0.790,0.970
417,8 pat ctrl KI67 (561) 40X_0008_C001T001_colony_7.tiff,1967,169.238,0.863,501585,501585,1.393,0.718,0.965
418,8 pat ctrl KI67 (561) 40X_0008_C001T001_colony_8.tiff,3207,218.409,0.845,817785,817785,1.548,0.646,0.971
419,8 pat ctrl KI67 (561) 40X_0008_C001T001_colony_9.tiff,1769,157.681,0.894,451095,451095,1.228,0.814,0.967
420,8 pat ctrl KI67 (561) 40X_0009_C001T001_colony_1.tiff,1939,164.853,0.897,494445,494445,1.047,0.955,0.967
421,8 pat ctrl KI67 (561) 40X_0009_C001T001_colony_10.tiff,1989,166.510,0.902,507195,507195,1.111,0.900,0.970
422,8 pat ctrl KI67 (561) 40X_0009_C001T001_colony_11.tiff,1479,145.681,0.876,377145,377145,1.469,0.681,0.966
423,8 pat ctrl KI67 (561) 40X_0009_C001T001_colony_12.tiff,3165,210.652,0.896,807075,807075,1.169,0.855,0.974
424,8 pat ctrl KI67 (561) 40X_0009_C001T001_colony_13.tiff,1552,150.853,0.857,395760,395760,1.490,0.671,0.965
425,8 pat ctrl KI67 (561) 40X_0009_C001T001_colony_14.tiff,1755,157.439,0.890,447525,447525,1.360,0.735,0.972
426,8 pat ctrl KI67 (561) 40X_0009_C001T001_colony_15.tiff,2162,173.924,0.898,551310,551310,1.146,0.872,0.971
427,8 pat ctrl KI67 (561) 40X_0009_C001T001_colony_16.tiff,1866,162.752,0.885,475830,475830,1.284,0.779,0.966
428,8 pat ctrl KI67 (561) 40X_0009_C001T001_colony_2.tiff,1822,160.610,0.888,464610,464610,1.260,0.794,0.967
429,8 pat ctrl KI67 (561) 40X_0009_C001T001_colony_3.tiff,1960,166.267,0.891,499800,499800,1.257,0.795,0.969
430,8 pat ctrl KI67 (561) 40X_0009_C001T001_colony_4.tiff,4317,249.865,0.869,1100835,1100835,1.019,0.981,0.971
431,8 pat ctrl KI67 (561) 40X_0009_C001T001_colony_5.tiff,4138,242.551,0.884,1055190,1055190,1.158,0.864,0.974
432,8 pat ctrl KI67 (561) 40X_0009_C001T001_colony_6.tiff,1648,154.267,0.870,420240,420240,1.331,0.751,0.963
433,8 pat ctrl KI67 (561) 40X_0009_C001T001_colony_7.tiff,2270,180.066,0.880,578850,578850,1.303,0.767,0.969
434,8 pat ctrl KI67 (561) 40X_0009_C001T001_colony_8.tiff,2501,191.238,0.859,637755,637755,1.486,0.673,0.974
435,8 pat ctrl KI67 (561) 40X_0009_C001T001_colony_9.tiff,2131,175.095,0.873,543405,543405,1.405,0.712,0.971
436,8 pat ctrl KI67 (561) 40X_0010_C001T001_colony_10.tiff,1932,168.167,0.858,492660,492660,1.487,0.672,0.963
437,8 pat ctrl KI67 (561) 40X_0010_C001T001_colony_11.tiff,1675,155.095,0.875,427125,427125,1.318,0.759,0.965
438,8 pat ctrl KI67 (561) 40X_0010_C001T001_colony_13.tiff,1718,161.338,0.829,438090,438090,1.573,0.636,0.948
439,8 pat ctrl KI67 (561) 40X_0010_C001T001_colony_14.tiff,1628,150.610,0.902,415140,415140,1.165,0.859,0.968
440,8 pat ctrl KI67 (561) 40X_0010_C001T001_colony_15.tiff,1614,150.267,0.898,411570,411570,1.176,0.850,0.967
441,8 pat ctrl KI67 (561) 40X_0010_C001T001_colony_2.tiff,2083,174.510,0.860,531165,531165,1.437,0.696,0.966
442,8 pat ctrl KI67 (561) 40X_0010_C001T001_colony_3.tiff,2196,178.510,0.866,559980,559980,1.325,0.755,0.968
443,8 pat ctrl KI67 (561) 40X_0010_C001T001_colony_4.tiff,2344,186.409,0.848,597720,597720,1.548,0.646,0.970
444,8 pat ctrl KI67 (561) 40X_0010_C001T001_colony_5.tiff,2266,180.652,0.873,577830,577830,1.308,0.765,0.965
445,8 pat ctrl KI67 (561) 40X_0010_C001T001_colony_6.tiff,2032,173.338,0.850,518160,518160,1.443,0.693,0.962
446,8 pat ctrl KI67 (561) 40X_0010_C001T001_colony_7.tiff,1781,172.066,0.756,454155,454155,1.938,0.516,0.948
447,8 pat ctrl KI67 (561) 40X_0010_C001T001_colony_9.tiff,1756,165.723,0.803,447780,447780,1.901,0.526,0.963
448,8 pat ctrl KI67 (561) 40X_0011_C001T001_colony_10.tiff,2169,175.439,0.886,553095,553095,1.285,0.778,0.972
449,8 pat ctrl KI67 (561) 40X_0011_C001T001_colony_12.tiff,3271,217.622,0.868,834105,834105,1.391,0.719,0.973
450,8 pat ctrl KI67 (561) 40X_0011_C001T001_colony_13.tiff,2061,172.167,0.874,525555,525555,1.296,0.772,0.961
451,8 pat ctrl KI67 (561) 40X_0011_C001T001_colony_14.tiff,1473,144.711,0.884,375615,375615,1.480,0.676,0.972
452,8 pat ctrl KI67 (561) 40X_0011_C001T001_colony_15.tiff,2394,188.652,0.845,610470,610470,1.516,0.660,0.966
453,8 pat ctrl KI67 (561) 40X_0011_C001T001_colony_16.tiff,1701,158.024,0.856,433755,433755,1.398,0.715,0.962
454,8 pat ctrl KI67 (561) 40X_0011_C001T001_colony_18.tiff,2225,176.752,0.895,567375,567375,1.236,0.809,0.971
455,8 pat ctrl KI67 (561) 40X_0011_C001T001_colony_21.tiff,1389,137.782,0.919,354195,354195,1.165,0.858,0.969
456,8 pat ctrl KI67 (561) 40X_0011_C001T001_colony_22.tiff,1449,144.953,0.867,369495,369495,1.452,0.689,0.966
457,8 pat ctrl KI67 (561) 40X_0011_C001T001_colony_23.tiff,1788,159.439,0.884,455940,455940,1.314,0.761,0.966
458,8 pat ctrl KI67 (561) 40X_0011_C001T001_colony_24.tiff,1752,158.610,0.875,446760,446760,1.267,0.790,0.967
459,8 pat ctrl KI67 (561) 40X_0011_C001T001_colony_5.tiff,1995,166.024,0.910,508725,508725,1.225,0.816,0.968
460,8 pat ctrl KI67 (561) 40X_0011_C001T001_colony_7.tiff,2124,175.681,0.865,541620,541620,1.396,0.716,0.970
461,8 pat ctrl KI67 (561) 40X_0011_C001T001_colony_8.tiff,2115,172.510,0.893,539325,539325,1.259,0.794,0.970
462,8 pat ctrl KI67 (561) 40X_0011_C001T001_colony_9.tiff,2169,176.995,0.870,553095,553095,1.372,0.729,0.968
463,8 pat ctrl KI67 (561) 40X_0012_C001T001_colony_1.tiff,1817,159.924,0.893,463335,463335,1.166,0.858,0.965
464,8 pat ctrl KI67 (561) 40X_0012_C001T001_colony_10.tiff,2468,188.652,0.871,629340,629340,1.343,0.745,0.968
465,8 pat ctrl KI67 (561) 40X_0012_C001T001_colony_11.tiff,3426,222.309,0.871,873630,873630,1.347,0.742,0.974
466,8 pat ctrl KI67 (561) 40X_0012_C001T001_colony_12.tiff,1569,147.539,0.906,400095,400095,1.167,0.857,0.970
467,8 pat ctrl KI67 (561) 40X_0012_C001T001_colony_13.tiff,1990,168.510,0.881,507450,507450,1.286,0.777,0.969
468,8 pat ctrl KI67 (561) 40X_0012_C001T001_colony_14.tiff,2609,192.167,0.888,665295,665295,1.357,0.737,0.972
469,8 pat ctrl KI67 (561) 40X_0012_C001T001_colony_15.tiff,1990,205.966,0.589,507450,507450,1.415,0.707,0.885
470,8 pat ctrl KI67 (561) 40X_0012_C001T001_colony_16.tiff,1579,149.196,0.891,402645,402645,1.279,0.782,0.966
471,8 pat ctrl KI67 (561) 40X_0012_C001T001_colony_2.tiff,2792,200.510,0.873,711960,711960,1.358,0.736,0.976
472,8 pat ctrl KI67 (561) 40X_0012_C001T001_colony_3.tiff,1325,136.610,0.892,337875,337875,1.151,0.869,0.962
473,8 pat ctrl KI67 (561) 40X_0012_C001T001_colony_4.tiff,2022,169.439,0.885,515610,515610,1.188,0.842,0.970
474,8 pat ctrl KI67 (561) 40X_0012_C001T001_colony_5.tiff,1640,153.196,0.878,418200,418200,1.372,0.729,0.963
475,8 pat ctrl KI67 (561) 40X_0012_C001T001_colony_6.tiff,1825,158.853,0.909,465375,465375,1.171,0.854,0.968
476,8 pat ctrl KI67 (561) 40X_0012_C001T001_colony_7.tiff,1928,164.995,0.890,491640,491640,1.319,0.758,0.965
477,8 pat ctrl KI67 (561) 40X_0012_C001T001_colony_8.tiff,1796,162.853,0.851,457980,457980,1.425,0.702,0.965
478,8 pat ctrl KI67 (561) 40X_0012_C001T001_colony_9.tiff,1882,165.539,0.863,479910,479910,1.397,0.716,0.967
479,8 pat ctrl KI67 (561) 40X_0013_C001T001_colony_10.tiff,1801,160.853,0.875,459255,459255,1.415,0.707,0.969
480,8 pat ctrl KI67 (561) 40X_0013_C001T001_colony_11.tiff,1910,166.752,0.863,487050,487050,1.363,0.734,0.966
481,8 pat ctrl KI67 (561) 40X_0013_C001T001_colony_12.tiff,2206,178.409,0.871,562530,562530,1.388,0.720,0.969
482,8 pat ctrl KI67 (561) 40X_0013_C001T001_colony_13.tiff,2470,186.267,0.895,629850,629850,1.278,0.783,0.974
483,8 pat ctrl KI67 (561) 40X_0013_C001T001_colony_14.tiff,2732,203.095,0.832,696660,696660,1.665,0.601,0.975
484,8 pat ctrl KI67 (561) 40X_0013_C001T001_colony_15.tiff,1960,166.853,0.885,499800,499800,1.340,0.746,0.971
485,8 pat ctrl KI67 (561) 40X_0013_C001T001_colony_16.tiff,1889,164.510,0.877,481695,481695,1.346,0.743,0.967
486,8 pat ctrl KI67 (561) 40X_0013_C001T001_colony_17.tiff,2582,191.095,0.889,658410,658410,1.328,0.753,0.976
487,8 pat ctrl KI67 (561) 40X_0013_C001T001_colony_18.tiff,2264,187.640,0.808,577320,577320,1.693,0.591,0.967
488,8 pat ctrl KI67 (561) 40X_0013_C001T001_colony_19.tiff,2137,179.095,0.837,544935,544935,1.460,0.685,0.962
489,8 pat ctrl KI67 (561) 40X_0013_C001T001_colony_2.tiff,2009,170.167,0.872,512295,512295,1.456,0.687,0.969
490,8 pat ctrl KI67 (561) 40X_0013_C001T001_colony_20.tiff,1821,159.924,0.895,464355,464355,1.255,0.797,0.969
491,8 pat ctrl KI67 (561) 40X_0013_C001T001_colony_21.tiff,2291,180.995,0.879,584205,584205,1.215,0.823,0.969
492,8 pat ctrl KI67 (561) 40X_0013_C001T001_colony_22.tiff,2083,174.610,0.859,531165,531165,1.360,0.735,0.968
493,8 pat ctrl KI67 (561) 40X_0013_C001T001_colony_23.tiff,2001,166.267,0.910,510255,510255,1.139,0.878,0.972
494,8 pat ctrl KI67 (561) 40X_0013_C001T001_colony_24.tiff,1667,154.610,0.876,425085,425085,1.410,0.709,0.969
495,8 pat ctrl KI67 (561) 40X_0013_C001T001_colony_25.tiff,2632,194.309,0.876,671160,671160,1.170,0.855,0.962
496,8 pat ctrl KI67 (561) 40X_0013_C001T001_colony_26.tiff,1600,151.681,0.874,408000,408000,1.304,0.767,0.963
497,8 pat ctrl KI67 (561) 40X_0013_C001T001_colony_27.tiff,1792,160.610,0.873,456960,456960,1.325,0.755,0.965
498,8 pat ctrl KI67 (561) 40X_0013_C001T001_colony_3.tiff,1979,165.581,0.907,504645,504645,1.212,0.825,0.969
499,8 pat ctrl KI67 (561) 40X_0013_C001T001_colony_4.tiff,2062,170.853,0.888,525810,525810,1.291,0.775,0.973
500,8 pat ctrl KI67 (561) 40X_0013_C001T001_colony_5.tiff,2070,173.823,0.861,527850,527850,1.530,0.654,0.968
501,8 pat ctrl KI67 (561) 40X_0013_C001T001_colony_6.tiff,1704,154.610,0.896,434520,434520,1.253,0.798,0.968
502,8 pat ctrl KI67 (561) 40X_0013_C001T001_colony_7.tiff,1757,160.995,0.852,448035,448035,1.536,0.651,0.965
503,8 pat ctrl KI67 (561) 40X_0013_C001T001_colony_8.tiff,1794,160.510,0.875,457470,457470,1.322,0.756,0.967
504,8 pat ctrl KI67 (561) 40X_0013_C001T001_colony_9.tiff,2901,205.581,0.863,739755,739755,1.420,0.704,0.970
505,8 pat ctrl KI67 (561) 40X_0014_C001T001_colony_10.tiff,1935,164.853,0.895,493425,493425,1.184,0.844,0.971
506,8 pat ctrl KI67 (561) 40X_0014_C001T001_colony_11.tiff,1814,163.095,0.857,462570,462570,1.436,0.696,0.964
507,8 pat ctrl KI67 (561) 40X_0014_C001T001_colony_12.tiff,1940,166.024,0.884,494700,494700,1.208,0.828,0.968
508,8 pat ctrl KI67 (561) 40X_0014_C001T001_colony_13.tiff,2389,184.752,0.880,609195,609195,1.379,0.725,0.971
509,8 pat ctrl KI67 (561) 40X_0014_C001T001_colony_14.tiff,2328,186.894,0.838,593640,593640,1.595,0.627,0.966
510,8 pat ctrl KI67 (561) 40X_0014_C001T001_colony_15.tiff,2242,176.995,0.899,571710,571710,1.271,0.787,0.970
511,8 pat ctrl KI67 (561) 40X_0014_C001T001_colony_16.tiff,1833,162.267,0.875,467415,467415,1.337,0.748,0.963
512,8 pat ctrl KI67 (561) 40X_0014_C001T001_colony_18.tiff,1655,151.439,0.907,422025,422025,1.245,0.804,0.970
513,8 pat ctrl KI67 (561) 40X_0014_C001T001_colony_19.tiff,2110,178.551,0.832,538050,538050,1.712,0.584,0.969
514,8 pat ctrl KI67 (561) 40X_0014_C001T001_colony_2.tiff,1746,158.853,0.869,445230,445230,1.375,0.727,0.963
515,8 pat ctrl KI67 (561) 40X_0014_C001T001_colony_21.tiff,1569,150.267,0.873,400095,400095,1.455,0.687,0.966
516,8 pat ctrl KI67 (561) 40X_0014_C001T001_colony_22.tiff,1966,164.267,0.916,501330,501330,1.055,0.948,0.972
517,8 pat ctrl KI67 (561) 40X_0014_C001T001_colony_24.tiff,1944,172.267,0.823,495720,495720,1.553,0.644,0.959
518,8 pat ctrl KI67 (561) 40X_0014_C001T001_colony_25.tiff,2821,206.693,0.830,719355,719355,1.667,0.600,0.967
519,8 pat ctrl KI67 (561) 40X_0014_C001T001_colony_5.tiff,1619,150.610,0.897,412845,412845,1.178,0.849,0.965
520,8 pat ctrl KI67 (561) 40X_0014_C001T001_colony_7.tiff,2404,186.995,0.864,613020,613020,1.462,0.684,0.971
521,8 pat ctrl KI67 (561) 40X_0014_C001T001_colony_8.tiff,2278,177.581,0.908,580890,580890,1.138,0.879,0.970
522,Drawing of 8 pat ctrl KI67 (561) 40X_0014_C001T001_colony_8.tiff,2860,231.598,0.670,729300,729300,1.064,0.939,0.964
